offense_date,crime,a_c,district,Sport,Opponent,Outcome,GameCity,GameState,VenueName,LSUPoints,OpponentPoints,SpecialEvent,GameAttendance
2018-03-04,SEXUAL ASSAULT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-04,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-03,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-08,HOMICIDE,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-22,OTHER,ATTEMPTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-11,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-16,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,NUISANCE,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-13,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-14,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-16,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-30,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-27,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-16,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-10,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-18,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-22,JUVENILE,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-12,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-20,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,NUISANCE,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-04,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-01,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-06,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13,VEHICLE BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-04,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-19,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-24,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-12,VEHICLE BURGLARY,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-28,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-13,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-25,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-24,VEHICLE BURGLARY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-15,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-01,OTHER,ATTEMPTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-29,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,NUISANCE,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-16,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-03,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-16,NARCOTICS,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-03,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-03,ASSAULT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-05,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-03,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-25,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-08,NUISANCE,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-25,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-20,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-16,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-22,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-04,RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-21,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-25,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-20,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-29,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-18,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-01,VEHICLE BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-01,BATTERY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-26,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-10,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-01,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-29,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-22,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-03,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-05,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-26,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-21,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-01,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-11,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-10,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-08,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-16,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-07,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-08,ASSAULT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,CRIMINAL DAMAGE TO PROPERTY,ATTEMPTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-20,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-22,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-22,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-07,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-17,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-26,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-04,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-09,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-05,ASSAULT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-07,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-26,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-08,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-17,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,ASSAULT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-13,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-12,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-08,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-23,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-05,THEFT,ATTEMPTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,FIREARM,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-25,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-25,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-13,FIREARM,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-05,VEHICLE BURGLARY,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-24,FIREARM,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-08,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-06,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-30,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,NON-RESIDENTIAL BURGLARY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-29,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-13,VICE,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-08,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-21,INDIVIDUAL ROBBERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,BATTERY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-02,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-21,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-21,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-18,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-19,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-25,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-11,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-24,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-20,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-25,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-26,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-01,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,BUSINESS ROBBERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-23,OTHER,ATTEMPTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-06,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-01,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-28,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-15,FIREARM,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-31,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-10,ASSAULT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-03,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-17,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-16,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-05,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-07,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-30,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-25,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-30,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-19,THEFT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-24,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-01,BATTERY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-25,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-11,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-16,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-04,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-24,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-30,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-01,OTHER,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-19,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-27,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-23,THEFT,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-08,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-09,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-13,NARCOTICS,COMMITTED,Unknown,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-15,THEFT,ATTEMPTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-20,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-25,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-12,THEFT,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-04,VEHICLE BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,NARCOTICS,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-26,VEHICLE BURGLARY,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-17,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-13,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-20,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-15,NARCOTICS,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,THEFT,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-03,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,NARCOTICS,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-08,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,FIREARM,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-06,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-02,NON-RESIDENTIAL BURGLARY,COMMITTED,3,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,NARCOTICS,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-28,OTHER,COMMITTED,4,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-09,OTHER,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-10,SEXUAL ASSAULT,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-18,OTHER,COMMITTED,1,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-09,BATTERY,COMMITTED,2,Non Gameday,NA,NA,NA,NA,NA,NA,NA,NA,NA
